split,source_file,article_len,summary_len
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,177,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,42,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,219,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,288,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,81,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,126,18
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,94,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,186,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,178,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,140,16
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,136,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,258,53
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,56,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,177,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,129,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,93,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,149,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,54,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,80,27
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,79,34
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,180,57
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,140,19
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,113,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,60,41
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,33
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,55,35
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,69,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,35
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,57,35
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,138,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,52,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,103,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,120,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,71,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,128,59
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,80,48
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,62,41
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,104,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,73,55
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,64,36
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,124,48
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,102,53
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,107,59
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,81,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,318,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,61,45
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,88,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,222,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,101,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,96,19
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,53,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,84,39
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,47,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,143,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,55,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,84,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,105,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,55,27
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,56,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,71,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,57,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,46,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,178,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,81,53
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,186,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,60,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,145,31
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,75,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,154,55
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,122,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,56
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,56,30
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,56,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,79,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,111,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,67,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,45,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,67,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,55
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,44,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,91,57
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,182,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,46,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,94,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,34,9
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,88,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,56
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,114,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,131,30
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,62,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,101,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,112,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,81,57
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,80,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,153,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,63,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,58,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,90,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,55,35
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,123,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,88,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,131,13
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,129,12
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,88,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,63,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,166,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,56,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,150,21
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,64,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,173,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,89,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,94,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,67,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,61,39
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,40,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,93,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,52,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,85,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,99,18
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,51,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,79,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,45,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,122,53
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,227,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,85,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,91,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,82,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,86,45
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,50,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,178,41
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,46,32
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,31,10
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,59,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,74,21
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,246,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,127,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,82,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,105,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,85,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,60,48
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,74,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,57,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,92,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,112,27
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,137,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,92,34
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,97,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,75,4
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,73,18
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,67,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,72,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,50,34
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,99,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,39,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,109,41
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,74,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,101,48
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,72,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,89,14
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,78,57
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,104,16
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,153,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,107,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,90,39
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,50,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,184,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,90,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,87,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,114,21
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,65,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,98,57
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,157,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,110,27
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,41,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,65,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,60,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,106,19
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,45,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,62,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,261,30
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,138,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,159,31
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,55,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,108,51
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,77,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,111,33
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,69,35
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,107,45
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,168,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,191,46
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,157,45
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,72,56
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,83,16
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,235,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,107,10
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,153,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,258,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,214,39
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,245,41
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,124,45
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,51,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,184,21
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,121,23
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,135,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,87,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,64,38
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,213,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,140,28
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,168,39
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,117,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,54,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,109,25
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,97,29
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,147,27
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,169,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,86,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,93,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,64,47
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,62,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,70,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,299,43
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,135,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,137,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,101,13
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,198,17
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,76,52
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,69,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,35,20
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,275,21
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,150,36
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,81,24
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,68,54
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,175,32
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,174,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,65,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,150,49
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,155,50
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,294,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,64,44
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,65,48
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,43,19
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,42,19
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,46,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,246,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,71,22
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,90,37
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,49,26
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,77,42
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,96,31
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,97,40
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,68,16
cleaned_Arabic_Text_Summarisation_data,cleaned_Arabic_Text_Summarisation_data,194,22
